Date,Timestamp,Open,High,Low,Close,Volume
20201214,09:00:00,1.21331,1.21334,1.21155,1.21209,6686.14002031833
20201214,10:00:00,1.21208,1.21315,1.21186,1.21289,5102.32001951337
20201214,11:00:00,1.2129,1.21332,1.21283,1.21318,4388.26002678275
20201214,12:00:00,1.21317,1.21337,1.21305,1.21324,3019.71000809968
20201214,13:00:00,1.21324,1.21336,1.21303,1.2133,2325.26000251621
20201214,14:00:00,1.21331,1.21416,1.21309,1.21405,4123.59000649303
20201214,15:00:00,1.21405,1.21439,1.2139,1.21433,5078.68003111333
20201214,16:00:00,1.21433,1.21553,1.21383,1.21532,8871.39003897458
20201214,17:00:00,1.21531,1.21564,1.21427,1.21437,12743.2800603956
20201214,18:00:00,1.21436,1.21602,1.21386,1.21577,9486.59003272653
20201214,19:00:00,1.21575,1.21597,1.21477,1.21505,9618.06004191935
20201214,20:00:00,1.21505,1.21605,1.21499,1.21551,8847.29003104568
20201214,21:00:00,1.21551,1.21706,1.21524,1.21574,9977.76004074514
20201214,22:00:00,1.21576,1.21767,1.21565,1.21713,10958.1800291687
20201214,23:00:00,1.21712,1.21712,1.21546,1.21642,13945.7700452358
20201215,00:00:00,1.21642,1.2166,1.21231,1.21247,20136.2000759095
20201215,01:00:00,1.21248,1.21473,1.21229,1.21443,6962.67001672089
20201215,02:00:00,1.21444,1.21603,1.2143,1.21575,5258.37001147121
20201215,03:00:00,1.21575,1.21606,1.21471,1.21504,3813.65999986976
20201215,04:00:00,1.21504,1.21525,1.21449,1.21468,3023.96000484377
20201215,05:00:00,1.21468,1.21487,1.2139,1.21472,2390.36000144482
20201215,06:00:00,1.21473,1.21517,1.21413,1.21432,2149.28999835998
20201215,07:00:00,1.21432,1.21466,1.21431,1.21457,190.83000023663
20201215,08:00:00,1.21454,1.21489,1.21433,1.21486,1530.17000627518
20201215,09:00:00,1.21485,1.21593,1.21472,1.21571,3426.25001132488
20201215,10:00:00,1.21571,1.21605,1.21519,1.21598,5533.78003366292
20201215,11:00:00,1.21598,1.21629,1.21567,1.21588,4343.32001901418
20201215,12:00:00,1.21589,1.21602,1.21491,1.21518,4577.91002120823
20201215,13:00:00,1.21519,1.2153,1.21457,1.21465,2328.05001642555
20201215,14:00:00,1.21466,1.21548,1.2145,1.21547,3928.42002177984
20201215,15:00:00,1.21545,1.21546,1.21476,1.21483,3081.62002807111
20201215,16:00:00,1.21483,1.21517,1.21344,1.21369,6983.63003607094
20201215,17:00:00,1.21368,1.21442,1.21315,1.21431,10134.3200398833
20201215,18:00:00,1.2143,1.21621,1.21413,1.21577,9403.10003844649
20201215,19:00:00,1.21579,1.21622,1.21549,1.21586,7877.50004459918
20201215,20:00:00,1.21585,1.21662,1.21486,1.21601,8362.23002952337
20201215,21:00:00,1.21601,1.21624,1.2121,1.21249,9344.70003493875
20201215,22:00:00,1.2125,1.21497,1.21249,1.21394,12275.130044356
20201215,23:00:00,1.21394,1.21585,1.21379,1.21435,13078.9300532266
20201216,00:00:00,1.21435,1.21604,1.21428,1.21529,9601.44004447758
20201216,01:00:00,1.21531,1.21603,1.21491,1.21574,7953.0200131163
20201216,02:00:00,1.21575,1.21612,1.21474,1.21609,4279.20000879467
20201216,03:00:00,1.21608,1.21689,1.21513,1.21515,5019.03000801057
20201216,04:00:00,1.21512,1.21604,1.21489,1.21568,4582.21000798047
20201216,05:00:00,1.21566,1.21605,1.21539,1.21604,3105.84499771893
20201216,06:00:00,1.21605,1.21626,1.21505,1.21505,2414.58249779791
20201216,07:00:00,1.21489,1.21546,1.21489,1.21517,326.529999911785
20201216,08:00:00,1.21512,1.21549,1.21511,1.21543,1346.41000232846
20201216,09:00:00,1.21543,1.21543,1.21451,1.215,2659.04001621157
20201216,10:00:00,1.215,1.21552,1.21466,1.21509,2503.9700101018
20201216,11:00:00,1.21509,1.21574,1.21509,1.21561,2308.34001261741
20201216,12:00:00,1.21561,1.21637,1.21556,1.21615,2488.95001795143
20201216,13:00:00,1.21614,1.21649,1.21581,1.21647,1961.3700099811
20201216,14:00:00,1.21647,1.21651,1.21602,1.21622,2691.49002014846
20201216,15:00:00,1.21621,1.2163,1.21586,1.2163,3145.75002110004
20201216,16:00:00,1.2163,1.2172,1.21533,1.21545,8040.95002675802
20201216,17:00:00,1.21544,1.22121,1.21522,1.22087,18636.4600440189
20201216,18:00:00,1.22087,1.22096,1.21936,1.22061,9833.12003105879
20201216,19:00:00,1.22061,1.22067,1.21952,1.21967,7861.77003466338
20201216,20:00:00,1.21967,1.22006,1.21864,1.21951,7963.45002675056
20201216,21:00:00,1.21951,1.21984,1.21861,1.21944,6947.0900317356
20201216,22:00:00,1.21944,1.21949,1.21789,1.21876,11415.2600357831
20201216,23:00:00,1.21876,1.22063,1.21865,1.21959,13020.5500310436
20201217,00:00:00,1.21959,1.21983,1.21822,1.21873,12828.6000290737
20201217,01:00:00,1.21872,1.21896,1.21672,1.21746,8508.71001433581
20201217,02:00:00,1.21746,1.21767,1.21627,1.21688,5212.71000807732
20201217,03:00:00,1.21686,1.21755,1.21672,1.2171,4534.7200108096
20201217,04:00:00,1.2172,1.21776,1.2125,1.21622,22113.6600152627
20201217,05:00:00,1.21621,1.21989,1.2162,1.21835,11856.3199835569
20201217,06:00:00,1.21836,1.22013,1.2181,1.21985,4678.36999379843
20201217,07:00:00,1.21983,1.22017,1.21946,1.21973,783.97499731835
20201217,08:00:00,1.21972,1.2198,1.21916,1.21961,1032.30000387132
20201217,09:00:00,1.21961,1.2197,1.21898,1.21942,4848.10001245886
20201217,10:00:00,1.21942,1.22087,1.21922,1.22023,6595.57002464682
20201217,11:00:00,1.22022,1.22131,1.2201,1.22119,4465.78002739698
20201217,12:00:00,1.22119,1.2212,1.2208,1.22106,3587.61001942307
20201217,13:00:00,1.22105,1.22354,1.22101,1.2225,6180.32002416253
20201217,14:00:00,1.22251,1.22298,1.22247,1.22257,3540.3700235635
20201217,15:00:00,1.22256,1.2235,1.22251,1.22306,4355.28002647311
20201217,16:00:00,1.22306,1.22385,1.22262,1.22331,9769.68002884835
20201217,17:00:00,1.22331,1.22439,1.22298,1.22348,12031.5400406793
20201217,18:00:00,1.22347,1.224,1.22239,1.22324,10221.9300368279
20201217,19:00:00,1.22324,1.22337,1.2225,1.22281,8791.42003179342
20201217,20:00:00,1.22281,1.22391,1.22279,1.22377,9021.89002984762
20201217,21:00:00,1.22379,1.2249,1.22326,1.22481,10438.6000350416
20201217,22:00:00,1.22481,1.22588,1.22398,1.22417,13216.5800262094
20201217,23:00:00,1.22418,1.22559,1.22399,1.22506,11169.5400173888
20201218,00:00:00,1.22508,1.22613,1.22403,1.22451,13038.7200213745
20201218,01:00:00,1.22452,1.22602,1.22389,1.22586,9359.76000367105
20201218,02:00:00,1.22584,1.22676,1.22563,1.22602,6747.19000416249
20201218,03:00:00,1.22606,1.22708,1.22606,1.22673,5349.41000583023
20201218,04:00:00,1.22671,1.22726,1.22619,1.22624,6027.29001074284
20201218,05:00:00,1.22623,1.22678,1.22583,1.22624,4630.73000587523
20201218,06:00:00,1.2263,1.22724,1.2262,1.22656,3431.52500592917
20201218,07:00:00,1.22676,1.22718,1.22647,1.22678,815.910001292825
20201218,08:00:00,1.22677,1.22683,1.22611,1.22614,1990.75000614673
20201218,09:00:00,1.22613,1.22641,1.22506,1.22547,4622.35002295673
20201218,10:00:00,1.22547,1.226,1.22519,1.22563,5109.60002379119
20201218,11:00:00,1.22563,1.22584,1.22444,1.22462,4498.23002403229
20201218,12:00:00,1.22463,1.22499,1.22463,1.22465,3990.6100178957
20201218,13:00:00,1.22463,1.22471,1.22384,1.22405,3203.78001680225
20201218,14:00:00,1.22406,1.22441,1.22391,1.22431,4043.66001422703
20201218,15:00:00,1.22432,1.22554,1.22427,1.2253,4964.91001161188
20201218,16:00:00,1.22529,1.2256,1.22474,1.22477,7620.74003513157
20201218,17:00:00,1.22475,1.22628,1.22431,1.22571,11867.9100533575
20201218,18:00:00,1.22574,1.22623,1.22452,1.22492,11863.8700384349
20201218,19:00:00,1.22492,1.22578,1.22431,1.22543,8549.3500367254
20201218,20:00:00,1.22544,1.22603,1.22484,1.22559,8056.54003889859
20201218,21:00:00,1.22557,1.22687,1.22527,1.22544,11328.980047971
20201218,22:00:00,1.22548,1.22605,1.22456,1.22485,12178.3400458917
20201218,23:00:00,1.22485,1.22534,1.22279,1.22377,13872.1100672111
20201219,00:00:00,1.22377,1.22471,1.22264,1.22347,12933.5400552005
20201219,01:00:00,1.22349,1.2236,1.22255,1.22351,9992.48003101349
20201219,02:00:00,1.22352,1.22457,1.22325,1.22367,4592.69000715017
20201219,03:00:00,1.22367,1.22432,1.22361,1.22419,2899.71000622213
20201219,04:00:00,1.22421,1.22433,1.22349,1.2242,2766.57000853121
20201219,05:00:00,1.22421,1.22489,1.22364,1.2246,4461.43001119047
20201219,06:00:00,1.22459,1.22587,1.22446,1.22559,5811.40600585192
20201221,07:00:00,1.2221,1.22347,1.22209,1.22296,1148.19489750266
20201221,08:00:00,1.22295,1.22348,1.22113,1.22118,4661.74501080811
20201221,09:00:00,1.22118,1.22194,1.22046,1.22191,6326.53003282845
20201221,10:00:00,1.2219,1.2226,1.22056,1.22081,7022.00002566725
20201221,11:00:00,1.22084,1.22122,1.21789,1.21892,8153.53002683818
20201221,12:00:00,1.21893,1.2191,1.21842,1.21845,4238.15002550185
20201221,13:00:00,1.21845,1.21918,1.21845,1.21908,2647.37000470608
20201221,14:00:00,1.21908,1.21916,1.21808,1.21912,5747.4700211063
20201221,15:00:00,1.21911,1.21992,1.21822,1.21987,5661.5600233376
20201221,16:00:00,1.21988,1.21991,1.2168,1.21758,11339.2200380862
20201221,17:00:00,1.21759,1.22267,1.21729,1.22172,18627.5900740996
20201221,18:00:00,1.22173,1.22176,1.21719,1.21752,16691.5900641382
20201221,19:00:00,1.21753,1.21767,1.21296,1.21474,22024.3700575978
20201221,20:00:00,1.21476,1.21813,1.21476,1.21621,16458.1100662425
20201221,21:00:00,1.21623,1.21876,1.21563,1.21632,13734.6000357196
20201221,22:00:00,1.21635,1.22145,1.21625,1.21912,17495.7700550035
20201221,23:00:00,1.21914,1.22187,1.21914,1.22089,15336.3300536722
20201222,00:00:00,1.22088,1.22201,1.22064,1.2211,13059.4400569052
20201222,01:00:00,1.22111,1.22347,1.22099,1.22311,10782.6300375983
20201222,02:00:00,1.2231,1.22387,1.22268,1.22361,8330.70000068843
20201222,03:00:00,1.22361,1.22473,1.22291,1.2244,6211.70000407845
20201222,04:00:00,1.22438,1.22529,1.22407,1.22485,8932.14000836015
20201222,05:00:00,1.22486,1.22529,1.22311,1.2232,6613.69999945164
20201222,06:00:00,1.22318,1.2245,1.22279,1.22432,2920.5299995169
20201222,07:00:00,1.22432,1.22434,1.2234,1.22382,564.780602142215
20201222,08:00:00,1.22392,1.22498,1.22339,1.22346,3308.82999963313
20201222,09:00:00,1.22347,1.22433,1.22285,1.22309,3781.88001325727
20201222,10:00:00,1.22308,1.22374,1.22283,1.22312,5084.26001513749
20201222,11:00:00,1.2231,1.22354,1.22295,1.22325,4685.4600244835
20201222,12:00:00,1.22326,1.22327,1.22239,1.2229,4059.96001765877
20201222,13:00:00,1.2229,1.22298,1.22191,1.22229,3081.97000652552
20201222,14:00:00,1.2223,1.22235,1.22157,1.22185,4352.02001105249
20201222,15:00:00,1.22183,1.22255,1.22158,1.22169,5867.26001657546
20201222,16:00:00,1.22171,1.22296,1.22135,1.22166,12260.0200453028
20201222,17:00:00,1.22167,1.22243,1.2206,1.22218,13515.9000123739
20201222,18:00:00,1.22217,1.2226,1.22049,1.22071,13445.2999855578
20201222,19:00:00,1.22071,1.22343,1.22041,1.223,14593.6000029966
20201222,20:00:00,1.22301,1.22439,1.22209,1.22436,9831.19001069665
20201222,21:00:00,1.22436,1.2257,1.22383,1.22393,12811.2499978542
20201222,22:00:00,1.22393,1.22438,1.22294,1.22301,11786.1200142577
20201222,23:00:00,1.22302,1.2239,1.22057,1.22071,15090.9700418636
20201223,00:00:00,1.22072,1.22115,1.21651,1.21734,21937.6400337145
20201223,01:00:00,1.21735,1.21804,1.21607,1.21719,18707.1100137308
20201223,02:00:00,1.21721,1.21785,1.21667,1.21744,7386.48999862373
20201223,03:00:00,1.21743,1.21747,1.21561,1.21628,6294.73000133783
